
Time taken: 0.00223 s


saleid | itemid | customerid | storeid | time | qty | pricerange
39 | 98 | 22 | 84 | 100 | 45 | cheap | 93552 | 10759 | 22 | 45 | 72 | 38 | cheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 34775 | 9163 | 22 | 76 | 73 | 46 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 71875 | 8132 | 22 | 57 | 86 | 45 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 67122 | 10958 | 22 | 86 | 43 | 30 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 90311 | 11880 | 22 | 12 | 7 | 39 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 11905 | 11174 | 22 | 25 | 73 | 26 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 89190 | 9515 | 22 | 15 | 4 | 13 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 46592 | 8116 | 22 | 28 | 73 | 29 | cheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 57292 | 6039 | 22 | 5 | 73 | 8 | supercheap
39 | 98 | 22 | 84 | 100 | 45 | cheap | 75212 | 8289 | 22 | 70 | 73 | 29 | supercheap
867 | 94 | 150 | 26 | 67 | 9 | moderate | 5443 | 10129 | 150 | 53 | 40 | 5 | outrageous
546 | 193 | 130 | 16 | 84 | 14 | cheap | 55704 | 10482 | 130 | 62 | 73 | 18 | supercheap
191 | 96 | 59 | 63 | 49 | 8 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
191 | 96 | 59 | 63 | 49 | 8 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
191 | 96 | 59 | 63 | 49 | 8 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
191 | 96 | 59 | 63 | 49 | 8 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
191 | 96 | 59 | 63 | 49 | 8 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
191 | 96 | 59 | 63 | 49 | 8 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
601 | 106 | 47 | 21 | 67 | 48 | supercheap | 89829 | 13336 | 47 | 12 | 73 | 29 | supercheap
601 | 106 | 47 | 21 | 67 | 48 | supercheap | 9616 | 15547 | 47 | 7 | 73 | 4 | cheap
601 | 106 | 47 | 21 | 67 | 48 | supercheap | 38714 | 8349 | 47 | 48 | 70 | 41 | supercheap
434 | 73 | 59 | 10 | 67 | 8 | supercheap | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
434 | 73 | 59 | 10 | 67 | 8 | supercheap | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
434 | 73 | 59 | 10 | 67 | 8 | supercheap | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
434 | 73 | 59 | 10 | 67 | 8 | supercheap | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
434 | 73 | 59 | 10 | 67 | 8 | supercheap | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
434 | 73 | 59 | 10 | 67 | 8 | supercheap | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
115 | 88 | 59 | 33 | 67 | 21 | cheap | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
115 | 88 | 59 | 33 | 67 | 21 | cheap | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
115 | 88 | 59 | 33 | 67 | 21 | cheap | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
115 | 88 | 59 | 33 | 67 | 21 | cheap | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
115 | 88 | 59 | 33 | 67 | 21 | cheap | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
115 | 88 | 59 | 33 | 67 | 21 | cheap | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
343 | 102 | 59 | 95 | 67 | 27 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
343 | 102 | 59 | 95 | 67 | 27 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
343 | 102 | 59 | 95 | 67 | 27 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
343 | 102 | 59 | 95 | 67 | 27 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
343 | 102 | 59 | 95 | 67 | 27 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
343 | 102 | 59 | 95 | 67 | 27 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
608 | 74 | 174 | 41 | 55 | 43 | supercheap | 1564 | 11093 | 174 | 11 | 92 | 4 | moderate
608 | 74 | 174 | 41 | 55 | 43 | supercheap | 92403 | 11182 | 174 | 69 | 69 | 5 | outrageous
581 | 133 | 200 | 18 | 49 | 16 | supercheap | 78432 | 13832 | 200 | 90 | 46 | 28 | supercheap
581 | 133 | 200 | 18 | 49 | 16 | supercheap | 40012 | 12859 | 200 | 51 | 73 | 17 | supercheap
676 | 110 | 167 | 13 | 67 | 41 | outrageous | 8478 | 8654 | 167 | 78 | 73 | 24 | expensive
676 | 110 | 167 | 13 | 67 | 41 | outrageous | 67303 | 12271 | 167 | 4 | 73 | 49 | cheap
333 | 95 | 189 | 43 | 67 | 24 | outrageous | 65452 | 11220 | 189 | 98 | 73 | 35 | expensive
379 | 84 | 8 | 7 | 67 | 28 | outrageous | 13050 | 8592 | 8 | 73 | 16 | 24 | cheap
666 | 107 | 59 | 14 | 93 | 47 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
666 | 107 | 59 | 14 | 93 | 47 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
666 | 107 | 59 | 14 | 93 | 47 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
666 | 107 | 59 | 14 | 93 | 47 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
666 | 107 | 59 | 14 | 93 | 47 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
666 | 107 | 59 | 14 | 93 | 47 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
728 | 160 | 185 | 69 | 3 | 46 | moderate | 48198 | 17642 | 185 | 75 | 73 | 40 | moderate
728 | 160 | 185 | 69 | 3 | 46 | moderate | 64769 | 6852 | 185 | 1 | 73 | 1 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 82506 | 11450 | 25 | 33 | 93 | 17 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 33377 | 10728 | 25 | 96 | 86 | 33 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 37363 | 8780 | 25 | 68 | 41 | 34 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 47400 | 11327 | 25 | 60 | 73 | 25 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 50809 | 9599 | 25 | 62 | 73 | 18 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 65941 | 11458 | 25 | 34 | 25 | 37 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 23256 | 13244 | 25 | 98 | 92 | 34 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 26844 | 9244 | 25 | 70 | 73 | 7 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 28250 | 7833 | 25 | 83 | 95 | 2 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 274 | 7477 | 25 | 73 | 29 | 36 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 88134 | 13259 | 25 | 56 | 98 | 4 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 63542 | 8692 | 25 | 52 | 73 | 28 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 65792 | 11952 | 25 | 24 | 73 | 15 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 63254 | 12047 | 25 | 41 | 73 | 48 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 75107 | 13053 | 25 | 36 | 73 | 16 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 58776 | 8159 | 25 | 17 | 73 | 42 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 27435 | 9212 | 25 | 44 | 73 | 48 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 71355 | 10123 | 25 | 31 | 73 | 28 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 69017 | 10108 | 25 | 78 | 98 | 27 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 54936 | 9922 | 25 | 44 | 22 | 19 | moderate
948 | 81 | 25 | 78 | 67 | 30 | expensive | 86282 | 11532 | 25 | 17 | 2 | 30 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 75788 | 12431 | 25 | 79 | 73 | 19 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 54629 | 11205 | 25 | 4 | 48 | 4 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 60671 | 8693 | 25 | 77 | 73 | 23 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 27127 | 8762 | 25 | 51 | 73 | 38 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 3153 | 12228 | 25 | 21 | 16 | 22 | moderate
948 | 81 | 25 | 78 | 67 | 30 | expensive | 55164 | 8503 | 25 | 27 | 73 | 33 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 45141 | 9494 | 25 | 73 | 21 | 4 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 57033 | 7310 | 25 | 88 | 73 | 48 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 68297 | 7701 | 25 | 6 | 73 | 22 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 81986 | 10567 | 25 | 92 | 73 | 35 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 1627 | 10290 | 25 | 2 | 42 | 29 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 68723 | 11643 | 25 | 57 | 73 | 11 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 30688 | 9156 | 25 | 81 | 73 | 9 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 38601 | 12275 | 25 | 40 | 95 | 46 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 51028 | 6108 | 25 | 55 | 73 | 37 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 744 | 10037 | 25 | 4 | 99 | 25 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 36524 | 7319 | 25 | 64 | 73 | 8 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 36659 | 4673 | 25 | 64 | 28 | 19 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 12588 | 9930 | 25 | 47 | 73 | 40 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 98853 | 10008 | 25 | 67 | 73 | 39 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 73199 | 8003 | 25 | 59 | 95 | 7 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 90426 | 8821 | 25 | 18 | 73 | 20 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 32236 | 10969 | 25 | 7 | 92 | 32 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 62591 | 12432 | 25 | 4 | 73 | 2 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 49740 | 6500 | 25 | 29 | 73 | 36 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 1974 | 9950 | 25 | 98 | 95 | 32 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 3311 | 11642 | 25 | 88 | 73 | 3 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 78231 | 7767 | 25 | 70 | 73 | 42 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 60481 | 7246 | 25 | 60 | 69 | 21 | moderate
948 | 81 | 25 | 78 | 67 | 30 | expensive | 77149 | 9693 | 25 | 52 | 42 | 26 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 58531 | 9500 | 25 | 45 | 34 | 33 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 70600 | 7202 | 25 | 43 | 73 | 31 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 37873 | 8576 | 25 | 86 | 50 | 40 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 90460 | 11676 | 25 | 52 | 34 | 33 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 1061 | 11446 | 25 | 35 | 16 | 49 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 39402 | 10412 | 25 | 32 | 73 | 3 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 39869 | 8588 | 25 | 20 | 73 | 22 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 96968 | 10325 | 25 | 73 | 73 | 20 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 398 | 18914 | 25 | 99 | 47 | 48 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 31038 | 7300 | 25 | 76 | 92 | 49 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 93070 | 8890 | 25 | 6 | 73 | 42 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 41580 | 13875 | 25 | 49 | 73 | 41 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 82055 | 6918 | 25 | 89 | 73 | 32 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 48898 | 11852 | 25 | 50 | 73 | 3 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 12795 | 6311 | 25 | 25 | 73 | 43 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 39883 | 11348 | 25 | 13 | 97 | 19 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 39471 | 9109 | 25 | 30 | 74 | 9 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 98906 | 11428 | 25 | 5 | 73 | 12 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 57570 | 4777 | 25 | 62 | 15 | 19 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 83864 | 13328 | 25 | 28 | 73 | 5 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 92906 | 12333 | 25 | 48 | 73 | 18 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 31565 | 10258 | 25 | 70 | 39 | 14 | outrageous
948 | 81 | 25 | 78 | 67 | 30 | expensive | 64414 | 11512 | 25 | 71 | 73 | 18 | cheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 91251 | 9285 | 25 | 33 | 73 | 47 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 33524 | 7689 | 25 | 48 | 73 | 2 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 28403 | 10722 | 25 | 8 | 73 | 5 | expensive
948 | 81 | 25 | 78 | 67 | 30 | expensive | 56208 | 7664 | 25 | 15 | 32 | 47 | supercheap
948 | 81 | 25 | 78 | 67 | 30 | expensive | 6433 | 10757 | 25 | 43 | 61 | 4 | supercheap
922 | 124 | 74 | 79 | 96 | 48 | outrageous | 62079 | 6932 | 74 | 15 | 95 | 41 | outrageous
922 | 124 | 74 | 79 | 96 | 48 | outrageous | 23074 | 11347 | 74 | 57 | 73 | 47 | cheap
111 | 118 | 56 | 89 | 79 | 4 | outrageous | 37683 | 13576 | 56 | 36 | 73 | 33 | supercheap
111 | 118 | 56 | 89 | 79 | 4 | outrageous | 12770 | 9580 | 56 | 69 | 73 | 25 | supercheap
587 | 116 | 105 | 55 | 22 | 24 | expensive | 72292 | 8495 | 105 | 94 | 1 | 19 | supercheap
587 | 116 | 105 | 55 | 22 | 24 | expensive | 33928 | 12389 | 105 | 81 | 73 | 14 | supercheap
587 | 116 | 105 | 55 | 22 | 24 | expensive | 58543 | 10117 | 105 | 46 | 73 | 27 | supercheap
85 | 112 | 166 | 53 | 67 | 41 | supercheap | 55013 | 8472 | 166 | 51 | 83 | 47 | outrageous
85 | 112 | 166 | 53 | 67 | 41 | supercheap | 78477 | 15464 | 166 | 63 | 73 | 35 | supercheap
85 | 112 | 166 | 53 | 67 | 41 | supercheap | 81845 | 9345 | 166 | 30 | 29 | 44 | supercheap
85 | 112 | 166 | 53 | 67 | 41 | supercheap | 55667 | 10523 | 166 | 76 | 73 | 21 | supercheap
102 | 80 | 85 | 78 | 67 | 21 | outrageous | 79037 | 11886 | 85 | 81 | 73 | 45 | expensive
1 | 117 | 71 | 24 | 67 | 6 | outrageous | 95581 | 12934 | 71 | 2 | 16 | 30 | supercheap
1 | 117 | 71 | 24 | 67 | 6 | outrageous | 94296 | 6395 | 71 | 47 | 95 | 36 | cheap
598 | 81 | 59 | 44 | 67 | 11 | outrageous | 63187 | 10835 | 59 | 72 | 73 | 19 | moderate
598 | 81 | 59 | 44 | 67 | 11 | outrageous | 28008 | 13033 | 59 | 65 | 73 | 4 | supercheap
598 | 81 | 59 | 44 | 67 | 11 | outrageous | 78742 | 9419 | 59 | 63 | 73 | 49 | supercheap
598 | 81 | 59 | 44 | 67 | 11 | outrageous | 26436 | 8300 | 59 | 38 | 73 | 15 | cheap
598 | 81 | 59 | 44 | 67 | 11 | outrageous | 31043 | 10675 | 59 | 29 | 73 | 10 | outrageous
598 | 81 | 59 | 44 | 67 | 11 | outrageous | 61517 | 13041 | 59 | 85 | 73 | 46 | supercheap
953 | 92 | 186 | 64 | 49 | 40 | outrageous | 28164 | 9727 | 186 | 19 | 98 | 30 | supercheap
334 | 102 | 76 | 78 | 49 | 43 | outrageous | 14606 | 11490 | 76 | 60 | 79 | 25 | outrageous
334 | 102 | 76 | 78 | 49 | 43 | outrageous | 26694 | 10090 | 76 | 86 | 73 | 8 | supercheap
334 | 102 | 76 | 78 | 49 | 43 | outrageous | 3630 | 10895 | 76 | 26 | 73 | 40 | supercheap
334 | 102 | 76 | 78 | 49 | 43 | outrageous | 63241 | 10763 | 76 | 51 | 45 | 46 | supercheap
361 | 88 | 141 | 92 | 67 | 13 | expensive | 56872 | 9242 | 141 | 46 | 73 | 47 | moderate
361 | 88 | 141 | 92 | 67 | 13 | expensive | 25863 | 12104 | 141 | 12 | 73 | 2 | supercheap
291 | 105 | 102 | 97 | 71 | 32 | supercheap | 28951 | 3851 | 102 | 1 | 61 | 43 | supercheap
291 | 105 | 102 | 97 | 71 | 32 | supercheap | 91151 | 8227 | 102 | 5 | 95 | 3 | cheap
168 | 125 | 183 | 69 | 49 | 38 | outrageous | 42403 | 9293 | 183 | 79 | 11 | 29 | supercheap
274 | 105 | 43 | 54 | 67 | 2 | cheap | 77996 | 11780 | 43 | 51 | 32 | 39 | supercheap
274 | 105 | 43 | 54 | 67 | 2 | cheap | 31313 | 10567 | 43 | 89 | 92 | 14 | supercheap
274 | 105 | 43 | 54 | 67 | 2 | cheap | 54952 | 9956 | 43 | 62 | 73 | 10 | outrageous
274 | 105 | 43 | 54 | 67 | 2 | cheap | 72407 | 8200 | 43 | 80 | 73 | 7 | supercheap
405 | 122 | 76 | 26 | 80 | 37 | outrageous | 14606 | 11490 | 76 | 60 | 79 | 25 | outrageous
405 | 122 | 76 | 26 | 80 | 37 | outrageous | 26694 | 10090 | 76 | 86 | 73 | 8 | supercheap
405 | 122 | 76 | 26 | 80 | 37 | outrageous | 3630 | 10895 | 76 | 26 | 73 | 40 | supercheap
405 | 122 | 76 | 26 | 80 | 37 | outrageous | 63241 | 10763 | 76 | 51 | 45 | 46 | supercheap
459 | 129 | 117 | 42 | 87 | 28 | outrageous | 98982 | 9170 | 117 | 81 | 85 | 24 | supercheap
123 | 95 | 19 | 87 | 67 | 49 | outrageous | 31731 | 11744 | 19 | 27 | 92 | 28 | supercheap
381 | 66 | 185 | 9 | 67 | 11 | outrageous | 48198 | 17642 | 185 | 75 | 73 | 40 | moderate
381 | 66 | 185 | 9 | 67 | 11 | outrageous | 64769 | 6852 | 185 | 1 | 73 | 1 | cheap
335 | 108 | 47 | 79 | 67 | 26 | outrageous | 89829 | 13336 | 47 | 12 | 73 | 29 | supercheap
335 | 108 | 47 | 79 | 67 | 26 | outrageous | 9616 | 15547 | 47 | 7 | 73 | 4 | cheap
335 | 108 | 47 | 79 | 67 | 26 | outrageous | 38714 | 8349 | 47 | 48 | 70 | 41 | supercheap
287 | 66 | 146 | 8 | 51 | 22 | cheap | 97172 | 8986 | 146 | 56 | 73 | 33 | cheap
287 | 66 | 146 | 8 | 51 | 22 | cheap | 25563 | 8533 | 146 | 4 | 63 | 38 | cheap
388 | 108 | 116 | 8 | 67 | 27 | outrageous | 66022 | 13792 | 116 | 57 | 73 | 10 | supercheap
998 | 81 | 85 | 91 | 51 | 14 | supercheap | 79037 | 11886 | 85 | 81 | 73 | 45 | expensive
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 82506 | 11450 | 25 | 33 | 93 | 17 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 33377 | 10728 | 25 | 96 | 86 | 33 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 37363 | 8780 | 25 | 68 | 41 | 34 | expensive
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 47400 | 11327 | 25 | 60 | 73 | 25 | expensive
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 50809 | 9599 | 25 | 62 | 73 | 18 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 65941 | 11458 | 25 | 34 | 25 | 37 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 23256 | 13244 | 25 | 98 | 92 | 34 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 26844 | 9244 | 25 | 70 | 73 | 7 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 28250 | 7833 | 25 | 83 | 95 | 2 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 274 | 7477 | 25 | 73 | 29 | 36 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 88134 | 13259 | 25 | 56 | 98 | 4 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 63542 | 8692 | 25 | 52 | 73 | 28 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 65792 | 11952 | 25 | 24 | 73 | 15 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 63254 | 12047 | 25 | 41 | 73 | 48 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 75107 | 13053 | 25 | 36 | 73 | 16 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 58776 | 8159 | 25 | 17 | 73 | 42 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 27435 | 9212 | 25 | 44 | 73 | 48 | outrageous
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 71355 | 10123 | 25 | 31 | 73 | 28 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 69017 | 10108 | 25 | 78 | 98 | 27 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 54936 | 9922 | 25 | 44 | 22 | 19 | moderate
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 86282 | 11532 | 25 | 17 | 2 | 30 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 75788 | 12431 | 25 | 79 | 73 | 19 | expensive
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 54629 | 11205 | 25 | 4 | 48 | 4 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 60671 | 8693 | 25 | 77 | 73 | 23 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 27127 | 8762 | 25 | 51 | 73 | 38 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 3153 | 12228 | 25 | 21 | 16 | 22 | moderate
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 55164 | 8503 | 25 | 27 | 73 | 33 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 45141 | 9494 | 25 | 73 | 21 | 4 | expensive
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 57033 | 7310 | 25 | 88 | 73 | 48 | outrageous
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 68297 | 7701 | 25 | 6 | 73 | 22 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 81986 | 10567 | 25 | 92 | 73 | 35 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 1627 | 10290 | 25 | 2 | 42 | 29 | expensive
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 68723 | 11643 | 25 | 57 | 73 | 11 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 30688 | 9156 | 25 | 81 | 73 | 9 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 38601 | 12275 | 25 | 40 | 95 | 46 | outrageous
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 51028 | 6108 | 25 | 55 | 73 | 37 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 744 | 10037 | 25 | 4 | 99 | 25 | outrageous
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 36524 | 7319 | 25 | 64 | 73 | 8 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 36659 | 4673 | 25 | 64 | 28 | 19 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 12588 | 9930 | 25 | 47 | 73 | 40 | outrageous
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 98853 | 10008 | 25 | 67 | 73 | 39 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 73199 | 8003 | 25 | 59 | 95 | 7 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 90426 | 8821 | 25 | 18 | 73 | 20 | outrageous
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 32236 | 10969 | 25 | 7 | 92 | 32 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 62591 | 12432 | 25 | 4 | 73 | 2 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 49740 | 6500 | 25 | 29 | 73 | 36 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 1974 | 9950 | 25 | 98 | 95 | 32 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 3311 | 11642 | 25 | 88 | 73 | 3 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 78231 | 7767 | 25 | 70 | 73 | 42 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 60481 | 7246 | 25 | 60 | 69 | 21 | moderate
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 77149 | 9693 | 25 | 52 | 42 | 26 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 58531 | 9500 | 25 | 45 | 34 | 33 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 70600 | 7202 | 25 | 43 | 73 | 31 | supercheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 37873 | 8576 | 25 | 86 | 50 | 40 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 90460 | 11676 | 25 | 52 | 34 | 33 | cheap
155 | 106 | 25 | 70 | 67 | 10 | outrageous | 1061 | 11446 | 25 | 35 | 16 | 49 | supercheap
